filename,baunvo-1,baunvo-2,baunvo-3,baunvo-4,baunvo-4a,baunvo-5,baunvo-5a,baunvo-6,baunvo-6a,baunvo-7,baunvo-8,baunvo-9,baunvo-10,baunvo-11,baunvo-12,baunvo-13,baunvo-13a,baunvo-14,baunvo-15,baunvo-16,baunvo-17,baunvo-18,baunvo-19,baunvo-20,baunvo-21,baunvo-21a,13b
55666_30.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_31.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_32.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_33.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_34.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_35.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_36.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
55666_6.jpg,,,,,,,,,,,,,,,,,,,,,['17 baunvo'],,"['grundflächenzahl', 'grz']",,,,
55666_7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
55666_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,['13b baugb']
55666_9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
56019_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
56019_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
56123_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
56123_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
57229_0.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],['gfz'],,,
57229_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
59076_0.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],"['vollgeschosse', 'gfz']",,,
59076_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
6098_0.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],['gfz'],,,
6098_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098_5.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],['gfz'],,,
6098_6.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],['gfz'],,['stellplätze'],
6098_7.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],,,,
6098_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
61976_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_0.jpg,,,,,,,,,,,,,,,,,,,,,,,['grz'],['gfz'],,,
6320_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320_14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
