id,Hinweis zu den Daten,Name,Nummer,Beschreibung,Gemeindekennzeichen,Stadt/Gemeinde,Planart,Datum des Inkrafttretens,Rechtsstand(vorbehaltlich aktueller Änderungen),URL des Rasterbildes,URL zur Legende,URL der textlichen Festsetzung
33,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.","Oberdorf mit Teilgebieten: ""Am Steinberg"", ""östlich der Elsava"" und ""Am Kapellenberg"" (Änderung 1)",Heimbuchenthal_04-001,"1. Änderung zu Urplan Oberdorf,  Erweiterung östlich der Elsava",9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1994-01-07,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Oberdorf%20-%201.%C3%84nderung%20(%C3%B6stlich%20der%20Elsava).pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Oberdorf%20-%201.%C3%84nderung%20(%C3%B6stlich%20der%20Elsava).pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Oberdorf%20-%201.%C3%84nderung%20(%C3%B6stlich%20der%20Elsava).pdf
34,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Erweiterung Volkersbrunner Straße (Änderung 1),Heimbuchenthal_15-001,"1. Änderung zu Urplan ""Erweiterung Volkersbrunner Straße""",9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1994-06-24,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung%201.%C3%84nderung.pdf
35,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Ortszentrum Kernsfuhre,Heimbuchenthal_10-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1994-08-19,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ortszentrum%20Kernsfuhre.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ortszentrum%20Kernsfuhre.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ortszentrum%20Kernsfuhre.pdf
36,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Sondergebiet Hofgut,Heimbuchenthal_12-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1997-01-10,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sondergebiet%20Hofgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sondergebiet%20Hofgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sondergebiet%20Hofgut.pdf
37,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Ortszentrum Kernsfuhre (Änderung 1),Heimbuchenthal_10-001,"1. Änderung zu Urplan ""Ortszentrum Kernsfuhre""",9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1997-05-30,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ortszentrum%20Kernsfuhre%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ortszentrum%20Kernsfuhre%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ortszentrum%20Kernsfuhre%201.%C3%84nderung.pdf
38,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gartenhausgebiet Reinfurtsgut,Heimbuchenthal_05-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1997-11-14,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Gartenhausgebiet%20Reinfurtsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Gartenhausgebiet%20Reinfurtsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Gartenhausgebiet%20Reinfurtsgut.pdf
39,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Kreuzdelle,Heimbuchenthal_17-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1998-10-23,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Kreuzdelle.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Kreuzdelle.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Kreuzdelle.pdf
40,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Heinrichsgut (Änderung 1),Heimbuchenthal_16-001,"1. Änderung zu Urplan ""Heinrichsgut""",9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1999-11-19,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut%201.%C3%84nderung.pdf
41,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Ehemaliges Bahnhofsgelände,Heimbuchenthal_11-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,2000-07-21,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ehemaliges%20Bahnhofsgel%C3%A4nde.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ehemaliges%20Bahnhofsgel%C3%A4nde.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Ehemaliges%20Bahnhofsgel%C3%A4nde.pdf
42,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Sport- und Freizeitgelände Buchrain,Heimbuchenthal_13-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,2004-01-23,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sport-%20und%20Freizeitgel%C3%A4nde%20Buchrain.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sport-%20und%20Freizeitgel%C3%A4nde%20Buchrain.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sport-%20und%20Freizeitgel%C3%A4nde%20Buchrain.pdf
43,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Hauptstraße-Unterdorf,Heimbuchenthal_09-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,2006-07-14,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Hauptstra%C3%9Fe%20-%20Unterdorf.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Hauptstra%C3%9Fe%20-%20Unterdorf.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Hauptstra%C3%9Fe%20-%20Unterdorf.pdf
44,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Rotmauer,Heimbuchenthal_18-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,2006-07-14,Rechtskraft,http://www.mespelbrunn.de/LinkClick.aspx?fileticket=EHaPXVhpDsk%3d&tabid=5962,http://www.mespelbrunn.de/LinkClick.aspx?fileticket=EHaPXVhpDsk%3d&tabid=5962,http://www.mespelbrunn.de/LinkClick.aspx?fileticket=EHaPXVhpDsk%3d&tabid=5962
45,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Heinrichsgut (Änderung 2),Heimbuchenthal_16-002,"2. Änderung zu Urplan ""Heinrichsgut""",9671127,Heimbuchenthal,qualifizierter Bebauungsplan,2008-11-21,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut%202.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut%202.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut%202.%C3%84nderung.pdf
46,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Mainzer Straße,B-30.01-08,Urplan,9679164,Neubrunn,qualifizierter Bebauungsplan,1993-07-22,Rechtskraft,http://geoinfo.landkreis-wuerzburg.de/Neubrunn/Mainzer_Str.pdf,Keine Angaben,Keine Angaben
47,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Möbel Spitzhüttel,B-30.01-12,Urplan,9679164,Neubrunn,qualifizierter Bebauungsplan,1999-05-25,Rechtskraft,http://geoinfo.landkreis-wuerzburg.de/Neubrunn/Moebel_Spitzhuettel.pdf,Keine Angaben,Keine Angaben
48,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Sondergeebiet Photovoltaik Rottendorf,B-40.01-21,Urplan,9679185,Rottendorf,qualifizierter Bebauungsplan,2020-09-15,Rechtskraft,http://geoinfo.landkreis-wuerzburg.de/rottendorf/Sondergebiet_Photovoltaik_Rottendorf.pdf,http://geoinfo.landkreis-wuerzburg.de/rottendorf/Sondergebiet_Photovoltaik_Rottendorf.pdf,http://geoinfo.landkreis-wuerzburg.de/rottendorf/Sondergebiet_Photovoltaik_Rottendorf.pdf
49,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Kleinlangheimer Weg,142_001_000,Am Kleinlangheimer Weg,9675142,Atzhausen,qualifizierter Bebauungsplan,1972-02-28,Rechtskraft,http://www.kitzingen.de/m_29541,http://www.kitzingen.de/m_29540,http://www.kitzingen.de/m_29542
50,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Geisberg,142_005_000,Am Geisberg,9675142,Kleinlangheim,qualifizierter Bebauungsplan,1983-09-05,Rechtskraft,http://www.kitzingen.de/m_29968,http://www.kitzingen.de/m_29967,http://www.kitzingen.de/m_29969
51,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet an der Haidter Strasse,142_010_000,Gewerbegebiet an der Haidter Strasse,9675142,Kleinlangheim,qualifizierter Bebauungsplan,1996-08-06,Rechtskraft,http://www.kitzingen.de/m_29980,http://www.kitzingen.de/m_29979,http://www.kitzingen.de/m_29981
52,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Geisberg II,142_006_000,Am Geisberg II,9675142,Kleinlangheim,qualifizierter Bebauungsplan,1998-08-07,Rechtskraft,http://www.kitzingen.de/m_29971,http://www.kitzingen.de/m_29970,http://www.kitzingen.de/m_29972
53,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet an der Haidter Strasse Erweiterung,142_011_000,Gewerbegebiet an der Haidter Strasse Erweiterung,9675142,Kleinlangheim,qualifizierter Bebauungsplan,1999-08-27,Rechtskraft,http://www.kitzingen.de/m_29983,http://www.kitzingen.de/m_29982,http://www.kitzingen.de/m_29984
54,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet Haidt,142_004_000,Gewerbegebiet Haidt,9675142,Haidt,qualifizierter Bebauungsplan,1999-12-06,Rechtskraft,http://www.kitzingen.de/m_29832,http://www.kitzingen.de/m_29831,http://www.kitzingen.de/m_29833
55,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Feuerbacher Strasse,142_002_000,Feuerbacher Strasse,9675142,Atzhausen,qualifizierter Bebauungsplan,2000-09-19,Rechtskraft,http://www.kitzingen.de/m_29544,http://www.kitzingen.de/m_29543,http://www.kitzingen.de/m_29545
56,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet an der Haidter Strasse Erweiterung 1te Aenderung,142_011_001,Gewerbegebiet an der Haidter Strasse Erweiterung 1te Aenderung,9675142,Kleinlangheim,qualifizierter Bebauungsplan,2000-09-21,Rechtskraft,http://www.kitzingen.de/m_29986,http://www.kitzingen.de/m_29985,http://www.kitzingen.de/m_29987
57,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Dorfgebiet,142_003_000,Dorfgebiet,9675142,Haidt,qualifizierter Bebauungsplan,2003-06-13,Rechtskraft,http://www.kitzingen.de/m_29829,http://www.kitzingen.de/m_29828,http://www.kitzingen.de/m_29830
58,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Geisberg II Teilaufhebung,142_007_000,Am Geisberg II Teilaufhebung,9675142,Kleinlangheim,qualifizierter Bebauungsplan,2008-03-17,Rechtskraft,http://www.kitzingen.de/m_29974,http://www.kitzingen.de/m_29973,http://www.kitzingen.de/m_29975
59,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Solarkraftwerk Schwarzacher Weg,142_012_000,Solarkraftwerk Schwarzacher Weg,9675142,Atzhausen,qualifizierter Bebauungsplan,2010-10-15,Rechtskraft,http://www.kitzingen.de/m_29547,http://www.kitzingen.de/m_29546,http://www.kitzingen.de/m_29548
60,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Friedhof Schulplatz,177_009_000,Am Friedhof Schulplatz,9675177,Wiesenbronn,qualifizierter Bebauungsplan,1967-10-16,Rechtskraft,http://www.kitzingen.de/m_30968,http://www.kitzingen.de/m_30967,http://www.kitzingen.de/m_30969
61,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Klingenstrasse,177_008_000,Klingenstrasse,9675177,Wiesenbronn,qualifizierter Bebauungsplan,1976-05-27,Rechtskraft,http://www.kitzingen.de/m_30992,http://www.kitzingen.de/m_30991,http://www.kitzingen.de/m_30993
62,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Schiller,177_003_000,Am Schiller,9675177,Wiesenbronn,qualifizierter Bebauungsplan,1984-04-24,Rechtskraft,http://www.kitzingen.de/m_30977,http://www.kitzingen.de/m_30976,http://www.kitzingen.de/m_30978
63,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",An der Kleinlangheimer Strasse,177_007_000,An der Kleinlangheimer Strasse,9675177,Wiesenbronn,qualifizierter Bebauungsplan,1987-09-16,Rechtskraft,http://www.kitzingen.de/m_30989,http://www.kitzingen.de/m_30988,http://www.kitzingen.de/m_30990
