Nummer,Datum des Inkrafttretens,Stadt/Gemeinde
09272-120-032,1997-02-10,Grafenau
09272-120-032_1,2001-11-17,Grafenau
09272-120-028_2,2004-09-24,Grafenau
09272-120-032_2,2007-07-25,Grafenau
09272-120-027_3,2009-08-13,Grafenau
09272-120-028_3,2010-06-22,Grafenau
09272-120-034,2010-09-02,Grafenau
09272-120-032_3,2018-07-04,Grafenau
09272-120-027_4,2019-10-24,Grafenau
09272-120-035_1,2002-03-14,Grafenau
09272-120-036,2010-11-25,Grafenau
09272-120-020_1,1974-01-23,Grafenau
09272-120-021,1991-06-27,Grafenau
09272-120-038,1966-07-18,Grafenau
09272-120-002,1966-10-29,Grafenau
09272-120-038_1,1987-01-15,Grafenau
09272-120-007,1987-04-21,Grafenau
09272-120-038_2,1987-10-14,Grafenau
09272-120-011,1992-08-01,Grafenau
09272-120-011_1,1994-12-27,Grafenau
09272-120-007_1,1997-10-23,Grafenau
09272-120-012_1,1998-01-09,Grafenau
09272-120-014,2004-06-28,Grafenau
09272-120-011_2,2005-08-25,Grafenau
09272-120-012_2,2011-05-27,Grafenau
09272-120-003_1,1975-07-09,Grafenau
09272-120-004,1985-03-30,Grafenau
09272-120-064,2012-03-05,Grafenau
09272-120-048,1979-02-12,Grafenau
09272-120-051,1981-04-14,Grafenau
09272-120-048_1,1987-01-15,Grafenau
09272-120-048_2,1989-02-10,Grafenau
09272-120-017_2,2020-03-23,Grafenau
09272-143-002,1998-11-30,Sankt Oswald-Riedlhütte
09272-143-002_3,2005-01-28,Sankt Oswald-Riedlhütte
09275-141-606-000,2000-10-26,Pocking
09275-141-606-001,2015-10-26,Pocking
09275-141-606-002,2018-10-11,Pocking
09275-141-606-003,2019-11-11,Pocking
09275-141-051-003,2000-02-25,Pocking
09275-141-051-006,2003-07-11,Pocking
09275-141-051-007,2011-12-12,Pocking
09275-151-018_000,1987-06-29,Tiefenbach
09275-151-004_000,1997-09-17,Tiefenbach
09275-151-010_000,1974-10-30,Tiefenbach
09275-151-008_000,1986-12-22,Tiefenbach
09275-151-012_000,2000-03-21,Tiefenbach
09275-151-005_000,2005-03-09,Tiefenbach
09275-151-006_000,2006-08-25,Tiefenbach
09275-151-007_000,2007-03-07,Tiefenbach
09275-151-013_000,2011-04-11,Tiefenbach
09275-144-022_000,1967-03-02,Ruderting
09275-144-022_007,1972-03-30,Ruderting
09275-144-022_008,1972-05-05,Ruderting
09275-144-022_009,1972-08-16,Ruderting
09275-144-009_001,1973-03-28,Ruderting
09275-144-022_013,1975-03-20,Ruderting
09275-144-009_005,1977-03-09,Ruderting
09275-144-009_000,1977-05-17,Ruderting
09275-144-022_017,1978-10-20,Ruderting
09275-144-022_018,1979-04-23,Ruderting
09275-144-009_006,1979-05-02,Ruderting
09275-144-009_007,1980-08-19,Ruderting
09275-144-009_008,1982-01-22,Ruderting
09275-144-009_009,1982-04-23,Ruderting
09275-144-009_010,1983-06-07,Ruderting
09275-144-009_011,1983-12-20,Ruderting
09275-144-009_012,1984-02-16,Ruderting
09275-144-022_022,1989-03-30,Ruderting
09275-144-009_013,1989-05-02,Ruderting
09275-144-009_014,1989-06-14,Ruderting
09275-144-022_026,1990-10-31,Ruderting
09275-144-022_027,1991-01-23,Ruderting
09275-144-009_016,1992-02-21,Ruderting
09275-144-022_029,1992-05-04,Ruderting
09275-144-022_031,1992-07-10,Ruderting
09275-144-022_032,1992-08-27,Ruderting
09275-144-022_033,1992-10-29,Ruderting
09275-144-009_015,1992-11-24,Ruderting
09275-144-022_035,1993-07-02,Ruderting
09275-144-022_034,1993-08-10,Ruderting
09275-144-022_036,1994-01-13,Ruderting
09275-144-022_037,1994-05-19,Ruderting
09275-144-022_038,1994-05-19,Ruderting
09275-144-022_039,1995-05-18,Ruderting
09275-144-003_000,1996-07-22,Ruderting
09275-144-022_040,1996-09-18,Ruderting
09275-144-012_000,1999-04-22,Ruderting
09275-144-022_042,2007-02-26,Ruderting
09275-144-008_000,2009-03-18,Ruderting
09275-144-003_001,2011-02-24,Ruderting
09275-144-008_001,2011-03-22,Ruderting
09275-144-022_043,2011-10-11,Ruderting
09275-144-012_001,2012-05-10,Ruderting
005,2013-02-04,Ruderting
09275-144-005_000,1963-11-20,Ruderting
09275-144-010_000,1969-03-05,Ruderting
09275-144-022_005,1970-05-20,Ruderting
09275-144-005_005,1970-08-12,Ruderting
09275-144-005_006,1970-08-14,Ruderting
09275-144-005_007,1970-09-16,Ruderting
09275-144-010_002,1971-06-20,Ruderting
09275-144-022_006,1971-11-12,Ruderting
09275-144-022_011,1974-01-30,Ruderting
09275-144-009_002,1974-04-29,Ruderting
09275-144-022_010,1974-07-16,Ruderting
09275-144-010_003,1974-10-16,Ruderting
09275-144-009_003,1975-04-02,Ruderting
09275-144-009_004,1975-10-10,Ruderting
09275-144-022_014,1977-02-15,Ruderting
09275-144-022_015,1977-03-24,Ruderting
09275-144-022_016,1978-11-20,Ruderting
09275-144-010_004,1980-04-15,Ruderting
09275-144-005_010,1981-02-25,Ruderting
09275-144-005_011,1982-02-26,Ruderting
09275-144-022_019,1982-04-23,Ruderting
09275-144-022_020,1982-11-11,Ruderting
09275-144-014_000,1984-04-24,Ruderting
09275-144-010_005,1985-04-16,Ruderting
09275-144-010_006,1985-08-21,Ruderting
09275-144-022_021,1986-02-25,Ruderting
09275-144-010_007,1986-12-22,Ruderting
09275-144-005_012,1989-06-22,Ruderting
09275-144-005_013,1989-12-15,Ruderting
09275-144-005_015,1990-04-27,Ruderting
09275-144-022_023,1990-05-16,Ruderting
09275-144-005_014,1990-11-07,Ruderting
09275-144-022_024,1991-01-23,Ruderting
09275-144-005_016,1991-03-06,Ruderting
09275-144-010_008,1991-05-08,Ruderting
09275-144-010_009,1991-10-10,Ruderting
09275-144-005_017,1992-04-06,Ruderting
09275-144-022_030,1992-04-15,Ruderting
09275-144-010_010,1992-05-04,Ruderting
09275-144-005_018,1992-12-09,Ruderting
09275-144-010_011,1993-03-08,Ruderting
09275-144-010_012,1993-04-27,Ruderting
09275-144-006_000,1994-04-27,Ruderting
09275-144-005_020,1994-08-08,Ruderting
09275-144-005_019,1994-10-20,Ruderting
09275-144-010_013,1995-03-09,Ruderting
09275-144-004_000,1995-08-31,Ruderting
09275-144-005_021,1995-08-31,Ruderting
09275-144-020_000,1995-10-12,Ruderting
09275-144-005_022,1995-11-14,Ruderting
09275-144-014_001,1995-11-14,Ruderting
09275-144-010_014,1996-05-30,Ruderting
09275-144-010_015,1997-11-25,Ruderting
09275-144-010_016,1998-09-24,Ruderting
09275-144-022_041,1999-06-17,Ruderting
09275-144-005_023,2003-04-07,Ruderting
09275-144-010_017,2003-07-15,Ruderting
09275-144-005_024,2004-12-02,Ruderting
09275-144-005_025,2009-07-31,Ruderting
09275-144-001_001,2009-09-24,Ruderting
09275-144-021_000,2011-10-11,Ruderting
09275-144-004_004,2013-07-23,Ruderting
09275-144-024_000,2014-05-13,Ruderting
09275-144-005_000_26,2016-06-10,Ruderting
09275-144-005_000_27,2016-06-30,Ruderting
09275-144-004_000_5,2018-09-10,Ruderting
09275-144-004_000_6,2019-08-19,Ruderting
09275-144-005_000_28,2019-11-07,Ruderting
09275-144-005_000_29,2021-11-30,Ruderting
09275-144-006_001,1999-02-09,Ruderting
09275-144-006_002,2009-07-03,Ruderting
09275-139-209-000,2005-08-19,Neukirchen vorm Wald
09272-138-006,2003-09-09,Perlesreut
09272-138-023,2004-10-01,Perlesreut
09272-138-025,2005-03-01,Perlesreut
09272-138-036,2014-09-03,Perlesreut
09272-138-021,2004-03-10,Perlesreut
09272-138-024,2005-01-03,Perlesreut
09272-138-032,2010-05-04,Perlesreut
09272-138-013,1999-08-04,Perlesreut
09272-120-061,2009-03-18,Grafenau
09272-120-039,1974-01-07,Grafenau
09272-120-040,2000-05-11,Grafenau
09272-120-040_1,2000-05-14,Grafenau
09272-120-049,2010-05-17,Grafenau
09272-120-050,1992-08-12,Grafenau
09272-120-050_1,1994-11-10,Grafenau
09272-143-002_1,2001-01-22,Sankt Oswald-Riedlhütte
09272-143-007,2009-03-20,Sankt Oswald-Riedlhütte
09272-143-002_4,2022-09-01,Sankt Oswald-Riedlhütte
09272-143-003,1982-06-14,Sankt Oswald-Riedlhütte
09272-143-002_2,2001-08-06,Sankt Oswald-Riedlhütte
09275-151-001_000,1999-09-28,Tiefenbach
09275-144-002_000,1991-06-20,Ruderting
09275-144-002_001,1991-09-19,Ruderting
09275-144-002_002,1992-02-21,Ruderting
09275-144-013_000,1992-03-18,Ruderting
09275-144-002_003,1992-04-14,Ruderting
09275-144-002_004,1992-05-04,Ruderting
09275-144-018_000,1992-10-09,Ruderting
09275-144-002_005,1993-09-15,Ruderting
09275-144-002_006,1993-10-20,Ruderting
09275-144-002_007,1993-12-14,Ruderting
09275-144-002_008,1993-12-14,Ruderting
09275-144-002_009,1994-04-13,Ruderting
09275-144-002_010,1994-07-20,Ruderting
09275-144-002_011,1995-01-24,Ruderting
09275-144-002_013,1995-02-13,Ruderting
09275-144-002_012,1995-06-30,Ruderting
09275-144-002_014,1996-03-07,Ruderting
09275-144-013_001,2000-07-25,Ruderting
09275-144-018_001,2007-09-20,Ruderting
09275-144-004_001,1995-12-22,Ruderting
09275-144-004_002,1998-08-10,Ruderting
09275-144-013_002,2002-07-04,Ruderting
09275-144-004_003,2006-05-29,Ruderting
09275-144-013_000_3,2016-02-05,Ruderting
09272-138-016,2000-11-08,Perlesreut
09272-138-028,2007-01-10,Perlesreut
09272-138-033,2010-09-07,Perlesreut
09272-138-037,2021-04-12,Perlesreut
09272-138-019,2003-12-01,Perlesreut
09272-138-002,1989-02-22,Perlesreut
09272-138-001,1989-02-22,Perlesreut
09272-138-003,1994-04-13,Perlesreut
09272-138-008,2005-08-18,Perlesreut
09272-138-008_1,2006-01-18,Perlesreut
09272-138-008_2,2007-01-10,Perlesreut
09272-138-008_3,2009-06-05,Perlesreut
09272-138-008_4,2009-06-18,Perlesreut
09272-120-042,1999-07-07,Grafenau
09272-120-043,2005-11-22,Grafenau
09272-120-041,1993-09-23,Grafenau
09272-120-042_1,2011-05-25,Grafenau
09272-120-042_2,2014-05-02,Grafenau
09272-143-004,1993-08-01,Sankt Oswald-Riedlhütte
09272-143-004_1,1993-10-01,Sankt Oswald-Riedlhütte
09272-143-004_3,1999-04-01,Sankt Oswald-Riedlhütte
09272-143-004_4,2003-11-28,Sankt Oswald-Riedlhütte
09272-143-019,2004-04-26,Sankt Oswald-Riedlhütte
09272-143-017,2005-05-25,Sankt Oswald-Riedlhütte
09272-143-004_5,2010-08-10,Sankt Oswald-Riedlhütte
09272-143-004_2,1992-09-22,Sankt Oswald-Riedlhütte
09272-143-005,1995-03-20,Sankt Oswald-Riedlhütte
09272-143-006,1998-06-26,Sankt Oswald-Riedlhütte
09272-143-006_1,1999-04-01,Sankt Oswald-Riedlhütte
09272-143-018,2005-05-25,Sankt Oswald-Riedlhütte
09272-143-015,2011-02-01,Sankt Oswald-Riedlhütte
09272-143-020,2000-11-02,Sankt Oswald-Riedlhütte
09275-133-021-000,1998-10-08,Neuburg a.Inn
09275-133-021-002,1999-01-26,Neuburg a.Inn
09275-133-021-007,2000-10-23,Neuburg a.Inn
09275-133-021-010,2001-03-06,Neuburg a.Inn
09275-133-021-013,2003-02-25,Neuburg a.Inn
09275-144-019_000,1993-09-14,Ruderting
09275-128-040-000,2006-06-01,Hutthurm
09272-119-009,2008-07-31,Fürsteneck
09272-138-011,1999-03-04,Perlesreut
09272-138-012,1999-05-14,Perlesreut
09272-138-018,2003-04-16,Perlesreut
09272-138-007,2005-06-27,Perlesreut
09272-138-004,1989-04-05,Perlesreut
09272-138-005,1993-10-14,Perlesreut
09272-138-014,1999-09-20,Perlesreut
09272-138-017,2003-04-03,Perlesreut
09272-138-031,2010-05-04,Perlesreut
09272-140-016,2001-09-21,Ringelai
09272-140-018,2018-03-16,Ringelai
09272-140-019,2018-05-17,Ringelai
09272-120-042_3,2016-10-21,Grafenau
09272-120-046,1992-07-21,Grafenau
09272-127-004,1995-05-10,Hohenau
09272-120-044,1996-01-30,Grafenau
09272-120-047,1997-06-27,Grafenau
09272-120-047_1,2003-07-09,Grafenau
09272-120-047_2,2003-10-28,Grafenau
09272-146-012_1,1999-01-18,Neuschönau
09272-146-012,2004-10-11,Neuschönau
09272-146-012_2,2007-03-22,Neuschönau
09275-133-002-000,1968-09-13,Neuburg a.Inn
09275-133-003-000,1969-04-24,Neuburg a.Inn
09275-133-002-003,1970-11-10,Neuburg a.Inn
09275-133-002-002,1970-11-10,Neuburg a.Inn
09275-133-007-000,1971-03-04,Neuburg a.Inn
09275-133-003-002,1971-09-28,Neuburg a.Inn
09275-133-002-004,1972-04-24,Neuburg a.Inn
09275-133-007-003,1974-08-05,Neuburg a.Inn
09275-133-003-003,1975-09-10,Neuburg a.Inn
09275-133-002-005,1976-03-30,Neuburg a.Inn
09275-133-003-004,1977-06-29,Neuburg a.Inn
09275-133-002-006,1979-04-26,Neuburg a.Inn
09275-133-003-005,1980-06-02,Neuburg a.Inn
09275-133-002-007,1980-07-16,Neuburg a.Inn
09275-133-012-000,1981-09-29,Neuburg a.Inn
09275-133-012-001,1982-08-20,Neuburg a.Inn
09275-133-007-020,1982-08-20,Neuburg a.Inn
09275-133-002-008,1985-07-12,Neuburg a.Inn
09275-133-002-009,1987-09-30,Neuburg a.Inn
09275-133-012-003,1987-09-30,Neuburg a.Inn
09275-133-012-002,1987-09-30,Neuburg a.Inn
09275-133-002-010,1988-03-09,Neuburg a.Inn
09275-133-007-022,1988-12-21,Neuburg a.Inn
09275-133-002-012,1991-09-11,Neuburg a.Inn
09275-133-012-004,1992-07-23,Neuburg a.Inn
09275-133-002-014,1992-11-07,Neuburg a.Inn
09275-133-002-013,1993-03-31,Neuburg a.Inn
09275-133-003-006,1993-09-24,Neuburg a.Inn
09275-133-002-011,1994-01-24,Neuburg a.Inn
09275-133-002-016,1994-03-21,Neuburg a.Inn
09275-133-002-017,1995-10-06,Neuburg a.Inn
09275-133-002-018,1996-08-02,Neuburg a.Inn
09275-133-007-024,1996-08-23,Neuburg a.Inn
09275-133-017-000,1997-06-10,Neuburg a.Inn
09275-133-002-019,1997-10-10,Neuburg a.Inn
09275-133-002-020,1998-01-28,Neuburg a.Inn
09275-133-017-001,1998-03-16,Neuburg a.Inn
09275-133-017-002,1998-07-14,Neuburg a.Inn
09275-133-003-007,1998-08-25,Neuburg a.Inn
09275-133-003-008,1999-06-29,Neuburg a.Inn
09275-133-003-009,2000-07-11,Neuburg a.Inn
09275-133-003-010,2000-10-23,Neuburg a.Inn
09275-133-017-003,2001-05-11,Neuburg a.Inn
09275-133-003-011,2002-10-08,Neuburg a.Inn
09275-133-002-022,2003-01-28,Neuburg a.Inn
09275-133-002-023,2003-01-28,Neuburg a.Inn
09275-133-017-004,2003-02-25,Neuburg a.Inn
09275-133-017-005,2004-06-11,Neuburg a.Inn
09275-133-002-024,2005-12-02,Neuburg a.Inn
09275-133-002-025,2006-07-04,Neuburg a.Inn
09275-133-002-026,2009-07-15,Neuburg a.Inn
09275-133-002-027,2010-01-20,Neuburg a.Inn
09275-133-002-028,2010-09-07,Neuburg a.Inn
09275-133-008-000,1972-09-29,Neuburg a.Inn
09275-133-008-001,1973-10-17,Neuburg a.Inn
09275-133-007-002,1974-03-26,Neuburg a.Inn
09275-133-007-005,1976-03-03,Neuburg a.Inn
09275-133-007-006,1976-03-03,Neuburg a.Inn
09275-133-007-004,1977-02-11,Neuburg a.Inn
09275-133-007-008,1977-04-28,Neuburg a.Inn
09275-133-007-009,1977-04-28,Neuburg a.Inn
09275-133-007-007,1977-05-12,Neuburg a.Inn
09275-133-007-010,1977-09-14,Neuburg a.Inn
09275-133-007-011,1978-01-25,Neuburg a.Inn
09275-133-007-012,1979-05-04,Neuburg a.Inn
09275-133-007-013,1979-05-08,Neuburg a.Inn
09275-133-007-014,1979-05-14,Neuburg a.Inn
09275-133-008-002,1979-06-12,Neuburg a.Inn
09275-133-007-015,1980-01-03,Neuburg a.Inn
09275-133-007-016,1980-01-16,Neuburg a.Inn
09275-133-007-017,1980-04-28,Neuburg a.Inn
09275-133-007-018,1980-06-24,Neuburg a.Inn
09275-133-007-019,1980-08-20,Neuburg a.Inn
09275-133-007-021,1982-03-26,Neuburg a.Inn
09275-133-008-003,1990-04-27,Neuburg a.Inn
09275-133-007-023,1994-03-21,Neuburg a.Inn
09275-133-008-004,1996-10-01,Neuburg a.Inn
09275-133-008-005,1998-04-23,Neuburg a.Inn
09275-133-021-001,1998-11-17,Neuburg a.Inn
09275-133-021-003,1999-06-29,Neuburg a.Inn
09275-133-021-004,1999-10-26,Neuburg a.Inn
09275-133-021-005,1999-10-26,Neuburg a.Inn
09275-133-021-006,1999-12-17,Neuburg a.Inn
09275-133-021-008,2000-12-19,Neuburg a.Inn
09275-133-021-009,2001-02-01,Neuburg a.Inn
09275-133-021-011,2001-05-08,Neuburg a.Inn
09275-133-021-012,2002-10-01,Neuburg a.Inn
09275-133-021-014,2003-05-07,Neuburg a.Inn
09275-133-008-006,2003-08-28,Neuburg a.Inn
09275-133-024-000,2004-04-25,Neuburg a.Inn
09275-133-021-015,2004-10-14,Neuburg a.Inn
09275-133-024-001,2008-04-24,Neuburg a.Inn
09275-128-039-000,1995-04-01,Hutthurm
09275-128-006-000,2004-12-01,Hutthurm
09275-128-041-000,2005-12-01,Hutthurm
09275-128-039-001,2008-02-01,Hutthurm
09275-128-041-001,2011-12-09,Hutthurm
09275-128-038-000,2005-07-01,Hutthurm
09275-128-038-001,2010-01-22,Hutthurm
09275-128-008-000,2006-03-01,Hutthurm
09275-128-024-000,1981-06-25,Hutthurm
09275-135-201-000,1997-10-06,Neukirchen vorm Wald
09275-128-043-000,1999-06-01,Hutthurm
09275-128-003-000,2011-07-12,Hutthurm
09275-128-024-001,1986-03-26,Hutthurm
09275-128-024-002,2006-06-01,Hutthurm
09272-119-003,1994-07-05,Fürsteneck
09272-119-004,1997-06-10,Fürsteneck
09272-119-003_1,2005-05-03,Fürsteneck
09272-119-006,2010-11-26,Fürsteneck
09272-119-010,2013-05-21,Fürsteneck
09272-119-004_1,2017-05-24,Fürsteneck
09272-119-011,2021-09-16,Fürsteneck
09272-138-020,2003-12-11,Perlesreut
09272-138-010,2006-06-01,Perlesreut
09272-138-029,2008-06-02,Perlesreut
09272-138-030,2009-06-30,Perlesreut
09272-138-029_1,2014-11-12,Perlesreut
09272-140-008,1999-03-19,Ringelai
09272-140-010,1996-06-10,Ringelai
09272-140-011,2001-05-28,Ringelai
09272-140-006,2002-07-24,Ringelai
09272-120-047_3,2013-05-08,Grafenau
09272-146-012_3,2009-08-07,Neuschönau
09272-146-009,1982-10-21,Neuschönau
09272-146-009_1,1984-02-07,Neuschönau
09272-146-010,1998-08-24,Neuschönau
09272-146-010_1,1999-01-18,Neuschönau
09272-146-010_2,1999-03-22,Neuschönau
09272-146-018,2000-12-14,Neuschönau
09272-146-011,2005-11-04,Neuschönau
09272-146-011_1,2016-09-21,Neuschönau
09272-146-017,2001-06-22,Neuschönau
09272-146-014,1995-03-06,Neuschönau
09272-146-020,2008-07-25,Neuschönau
09272-146-020_1,2013-11-07,Neuschönau
09272-146-020_2,2014-03-24,Neuschönau
09272-146-013,1979-05-16,Neuschönau
09272-146-013_6,1985-02-12,Neuschönau
09272-146-013_5,1997-04-28,Neuschönau
09272-146-013_7,1993-08-02,Neuschönau
09275-128-031-000,2000-06-01,Hutthurm
09275-128-060-000,2007-06-01,Hutthurm
09275-128-055-000_0,1970-01-12,Hutthurm
09275-128-055-001_0,1970-10-06,Hutthurm
09275-128-055-002_0,1970-11-25,Hutthurm
09275-128-055-004_0,1973-06-27,Hutthurm
09275-128-029-000,1973-08-06,Hutthurm
09275-128-055-005_0,1973-10-03,Hutthurm
09275-128-055-006_0,1979-11-22,Hutthurm
09275-128-055-003_2,1980-08-25,Hutthurm
09275-128-055-007_0,1984-10-05,Hutthurm
09275-128-029-002,1985-11-22,Hutthurm
09275-128-029-003,1989-09-20,Hutthurm
09275-128-023-000,1990-08-29,Hutthurm
09275-128-055-008_0,1993-01-29,Hutthurm
09275-128-055-009_0,1998-07-31,Hutthurm
09275-128-023-010,1998-08-31,Hutthurm
09275-128-023-011,2001-01-31,Hutthurm
09275-128-023-012,2003-09-30,Hutthurm
09275-128-055-010_0,2006-01-02,Hutthurm
09275-128-035-000,2006-03-01,Hutthurm
09275-128-069-000,2011-04-19,Hutthurm
09275-128-069-001,2011-11-11,Hutthurm
09275-128-059-000,1974-03-12,Hutthurm
09275-128-029-001,1978-03-15,Hutthurm
09275-128-027-000,1980-01-28,Hutthurm
09275-128-059-001,1982-05-04,Hutthurm
09275-128-025-000,1983-12-30,Hutthurm
09275-128-059-003,1985-07-19,Hutthurm
09275-128-025-004,1986-10-31,Hutthurm
09275-128-025-003,1986-10-31,Hutthurm
09275-128-025-001,1986-12-08,Hutthurm
09275-128-025-002,1987-06-29,Hutthurm
09275-128-025-006,1988-02-29,Hutthurm
09275-128-025-005,1988-02-29,Hutthurm
09275-128-025-007,1988-08-31,Hutthurm
09275-128-059-004,1989-01-31,Hutthurm
09275-128-023-002,1991-04-26,Hutthurm
09275-128-023-001,1991-04-26,Hutthurm
09275-128-059-005,1991-09-30,Hutthurm
09275-128-023-003,1991-09-30,Hutthurm
09275-128-023-004,1991-11-29,Hutthurm
09275-128-023-006,1992-08-31,Hutthurm
09275-128-023-005,1992-09-30,Hutthurm
09275-128-023-007,1992-11-27,Hutthurm
09275-128-023-008,1993-04-01,Hutthurm
09275-128-059-006,1993-09-30,Hutthurm
09275-128-023-009,1993-09-30,Hutthurm
09275-128-025-008,1993-10-29,Hutthurm
09275-128-059-007,1995-03-31,Hutthurm
09275-128-025-009,1995-12-29,Hutthurm
09275-128-027-005,1996-07-31,Hutthurm
09275-128-025-010,2000-09-29,Hutthurm
09275-128-027-006,2000-12-29,Hutthurm
09275-128-027-007,2001-02-28,Hutthurm
09275-128-029-004,2001-02-28,Hutthurm
09275-128-025-012,2001-05-30,Hutthurm
09275-128-025-011,2001-05-30,Hutthurm
09275-128-030-000,2002-09-25,Hutthurm
09275-128-030-001,2003-05-28,Hutthurm
09275-128-030-002,2003-07-30,Hutthurm
09275-128-030-004,2004-01-30,Hutthurm
09275-128-065-000,2004-06-01,Hutthurm
09275-128-065-001,2004-10-01,Hutthurm
09275-128-025-013,2004-10-01,Hutthurm
09275-128-065-002,2004-12-01,Hutthurm
09275-128-030-005,2005-02-01,Hutthurm
09275-128-065-003,2005-02-01,Hutthurm
09275-128-025-014,2010-05-21,Hutthurm
09275-128-025-015,2010-07-16,Hutthurm
09275-128-069-002,2012-01-13,Hutthurm
09275-128-069-003,2012-12-14,Hutthurm
09275-128-027-001,1982-06-24,Hutthurm
09275-128-027-002,1983-02-16,Hutthurm
09275-128-027-003,1986-04-30,Hutthurm
09275-128-027-004,1991-06-30,Hutthurm
09275-128-028-000,1996-01-29,Hutthurm
09275-128-028-001,1998-04-30,Hutthurm
09275-128-033-000,1998-08-01,Hutthurm
09275-128-028-002,1999-04-29,Hutthurm
09275-128-028-003,1999-05-31,Hutthurm
09275-128-028-004,2001-02-28,Hutthurm
09275-128-028-005,2004-06-01,Hutthurm
09275-128-042-000,2006-06-01,Hutthurm
09275-128-042-001,2010-01-22,Hutthurm
09275-128-027-008,2012-07-23,Hutthurm
09275-128-047-000,1995-08-01,Hutthurm
09275-128-005-000,1995-11-01,Hutthurm
09275-128-047-001,2001-02-01,Hutthurm
09275-128-047-002,2007-03-01,Hutthurm
09275-128-051-000,2008-06-01,Hutthurm
09275-128-032-000,2006-06-01,Hutthurm
09275-128-032-001,2008-09-19,Hutthurm
09275-128-032-002,2009-11-16,Hutthurm
09272-119-001,1981-02-27,Fürsteneck
09272-119-001_1,1984-10-15,Fürsteneck
09272-119-001_2,1988-05-18,Fürsteneck
09272-119-002,1991-05-31,Fürsteneck
09272-119-005,2005-02-01,Fürsteneck
09272-119-005_1,2010-12-20,Fürsteneck
09272-119-007,1998-09-22,Fürsteneck
09272-119-008,2007-03-23,Fürsteneck
09272-138-026,2005-05-22,Perlesreut
09272-138-027,2005-11-11,Perlesreut
09272-140-007,1996-03-18,Ringelai
09272-140-009,1999-06-23,Ringelai
09272-138-015,2000-02-08,Perlesreut
09272-140-005,2009-09-21,Ringelai
09272-140-005_1,2015-05-15,Ringelai
09272-140-001,1973-05-28,Ringelai
09272-140-001_2,1977-03-15,Ringelai
09272-140-003,1982-05-27,Ringelai
09272-140-002,1993-04-19,Ringelai
09272-140-002_1,1995-03-07,Ringelai
09272-140-004,1996-04-04,Ringelai
09272-140-006_1,2013-11-14,Ringelai
09272-140-006_2,2016-12-20,Ringelai
09272-140-003_1,2018-06-05,Ringelai
09272-140-015,2000-12-07,Ringelai
09272-140-021,2022-11-02,Ringelai
09272-140-012,1997-04-22,Ringelai
09272-140-013,1999-03-19,Ringelai
09272-140-014,2001-05-28,Ringelai
09272-140-020,2021-05-25,Ringelai
09272-140-022,2022-12-20,Ringelai
09272-127-010,1999-11-04,Hohenau
09272-146-007,1965-04-27,Neuschönau
09272-146-004,1975-11-17,Neuschönau
09272-146-008,1989-02-08,Neuschönau
09272-146-008_1,1993-10-11,Neuschönau
09272-146-004_1,1994-07-14,Neuschönau
09272-146-016,2000-10-10,Neuschönau
09272-146-022,2019-08-27,Neuschönau
09272-146-006,1965-03-19,Neuschönau
09272-146-001,1990-03-06,Neuschönau
09272-146-013_1,1996-09-18,Neuschönau
09272-146-013_2,1997-05-06,Neuschönau
09272-146-013_3,1999-06-30,Neuschönau
09272-146-013_4,2000-07-13,Neuschönau
09275-128-034-000,2000-06-01,Hutthurm
09275-128-034-001,2000-08-01,Hutthurm
09275-128-004-000,1993-04-01,Hutthurm
09275-128-004-001,1998-04-01,Hutthurm
09275-128-004-002,1999-08-01,Hutthurm
09275-128-034-002,2011-12-09,Hutthurm
09275-128-068-000_0,1984-12-13,Hutthurm
09275-128-068-000_1,1985-10-10,Hutthurm
09275-128-068-001_0,1985-12-04,Hutthurm
09275-128-068-002_0,1986-11-28,Hutthurm
09275-128-068-003_0,1989-10-02,Hutthurm
09275-128-068-004_0,1990-10-30,Hutthurm
09275-128-045-000,1991-05-01,Hutthurm
09275-128-068-005_0,1991-09-30,Hutthurm
09275-128-068-006_0,1992-08-31,Hutthurm
09275-128-068-007_0,1993-07-30,Hutthurm
09275-128-026-000,2000-08-31,Hutthurm
09275-128-026-001,2001-02-28,Hutthurm
09275-128-045-001,2006-10-01,Hutthurm
09275-128-045-002,2007-02-01,Hutthurm
09275-128-068-009_0,2007-03-01,Hutthurm
09275-128-046-000,2007-03-01,Hutthurm
09275-128-046-001,2007-10-01,Hutthurm
09275-128-013-000,2007-12-01,Hutthurm
09275-128-045-003,2008-02-27,Hutthurm
09275-128-015-000,2008-04-01,Hutthurm
09275-128-013-001,2009-11-16,Hutthurm
09275-128-014-000,2010-03-18,Hutthurm
09275-128-015-001,2011-02-25,Hutthurm
09275-128-022-000,1970-01-12,Hutthurm
09275-128-061-000,1970-08-12,Hutthurm
09275-128-061-002,1973-01-26,Hutthurm
09275-128-061-001,1973-01-26,Hutthurm
09275-128-061-003,1975-03-19,Hutthurm
09275-128-021-000,1981-05-27,Hutthurm
09275-128-062-000,1982-01-25,Hutthurm
09275-128-062-001,1983-05-16,Hutthurm
09275-128-021-002,1986-01-30,Hutthurm
09275-128-061-004,1989-01-31,Hutthurm
09275-128-066-000,1990-02-13,Hutthurm
09275-128-066-001,1990-02-20,Hutthurm
09275-128-066-002,1990-02-20,Hutthurm
09275-128-066-003,1990-05-31,Hutthurm
09275-128-061-005,1991-02-28,Hutthurm
